system,body,type,subType,temp,radius,absMagnitude,solMass,spectralClass,luminosity
Nyauthi LY-E b45-1,Nyauthi LY-E b45-1,Star,M (Red dwarf) Star,2655,9.493546,0.5532836347951114,0.335938,M6,Va
Byaa Theia KN-B d13-61,Byaa Theia KN-B d13-61,Star,F (White) Star,6429,4.092407,1.134368851186197,1.222656,F7,Vb
Chua Eop NI-E b18-1,Chua Eop NI-E b18-1,Star,M (Red dwarf) Star,2753,9.908936,0.425018294751977,0.285156,M5,Va
Eafotls KZ-I c9-0,Eafotls KZ-I c9-0 A,Star,K (Yellow-Orange) Star,4240,6.700668,0.7848510941768512,0.613281,K6,Va
Eafotls KZ-I c9-0,Eafotls KZ-I c9-0 B,Star,M (Red dwarf) Star,3398,8.221024,0.6068420186915888,0.386719,M1,Va
Eafotls KZ-I c9-0,Eafotls KZ-I c9-0 C,Star,M (Red dwarf) Star,3674,7.895935,0.6029052135154565,0.476563,M0,Va
Eafotls KZ-I c9-0,Eafotls KZ-I c9-0 D,Star,M (Red dwarf) Star,2328,10.659286,0.42074580014378143,0.230469,M8,Va
Clookuia NE-S c20-30,Clookuia NE-S c20-30 A,Star,G (White-Yellow) Star,5539,5.079086,0.9702757958303379,0.863281,G5,Vab
Gria Gree JO-G a65-2,Gria Gree JO-G a65-2,Star,T (Brown dwarf) Star,766,17.79744,0.14529417109992812,0.046875,T8,V
Bleae Thua UM-H b37-4,Bleae Thua UM-H b37-4,Star,M (Red dwarf) Star,2679,9.730804,0.48718258519051044,0.277344,M6,Va
Auphaibs VE-C c2-26,Auphaibs VE-C c2-26,Star,K (Yellow-Orange) Star,4337,6.452759,0.8408507721063982,0.71875,K5,Va
Smootiae AU-K b49-0,Smootiae AU-K b49-0,Star,M (Red dwarf) Star,2527,10.048889,0.4729614263120058,0.269531,M6,Va
Joothee DA-Q d5-297,Joothee DA-Q d5-297,Star,Neutron Star,4246671,4.61702,1.6804457225017972e-05,0.636719,None,VII
Thuecheae HD-T a44-5,Thuecheae HD-T a44-5,Star,Y (Brown dwarf) Star,507,20.470459,0.09170531703810209,0.023438,Y2,V
Agnaiz EC-C d53,Agnaiz EC-C d53,Star,Neutron Star,6073338,4.557495,1.579349388928828e-05,0.769531,None,VII
Pyrivo WY-Q d5-17,Pyrivo WY-Q d5-17,Star,Neutron Star,5748307,4.908508,1.657979870596693e-05,0.660156,None,VII
Sutchae IL-P b19-4,Sutchae IL-P b19-4,Star,M (Red dwarf) Star,2205,11.014069,0.39831543350107834,0.199219,M8,Va
Bleae Briae ZG-C b40-6,Bleae Briae ZG-C b40-6,Star,M (Red dwarf) Star,2484,10.135391,0.47036737886412655,0.308594,M7,Va
Joothee GP-A d72,Joothee GP-A d72 A,Star,Neutron Star,5218762,4.333328,1.572609633357297e-05,0.777344,None,VII
Joothee GP-A d72,Joothee GP-A d72 B,Star,L (Brown dwarf) Star,1966,11.52179,0.3966063896477354,0.203125,L0,V
Plaa Briae NA-A d61,Plaa Briae NA-A d61,Star,F (White) Star,6181,4.773788,0.8967895327102804,0.972656,F8,VI
Boelts KY-P b48-36,Boelts KY-P b48-36 A,Star,M (Red dwarf) Star,3038,8.868164,0.5635680805176132,0.371094,M3,Va
Boelts KY-P b48-36,Boelts KY-P b48-36 B,Star,L (Brown dwarf) Star,1468,13.602783,0.27288815528396837,0.117188,L7,V
Blua Hypue TS-B c16-299,Blua Hypue TS-B c16-299,Star,K (Yellow-Orange) Star,4215,6.852234,0.7406616017253774,0.6875,K6,Va
Byua Chrea JT-W b1-1,Byua Chrea JT-W b1-1,Star,M (Red dwarf) Star,3078,8.583908,0.6257934263120057,0.425781,M3,Va
IC 2602 Sector GE-N a8-0,IC 2602 Sector GE-N a8-0,Star,L (Brown dwarf) Star,1518,13.564835,0.25970456937455066,0.109375,L6,V
Skaude VO-R b49-5,Skaude VO-R b49-5 A,Star,M (Red dwarf) Star,2908,9.371918,0.48776240402588067,0.335938,M4,Va
Skaude VO-R b49-5,Skaude VO-R b49-5 B,Star,M (Red dwarf) Star,3059,8.955566,0.5339355283968368,0.316406,M3,Va
Skaude VO-R b49-5,Skaude VO-R b49-5 C,Star,L (Brown dwarf) Star,1775,12.664063,0.2875671143062545,0.148438,L3,V
Blua Eaec IT-I b54-17,Blua Eaec IT-I b54-17 A,Star,M (Red dwarf) Star,3032,8.82576,0.5769652911574407,0.410156,M3,Va
Blua Eaec IT-I b54-17,Blua Eaec IT-I b54-17 B,Star,L (Brown dwarf) Star,1952,12.095062,0.30899048166786486,0.179688,L0,V
Dryooe Flyou NK-B b29-40,Dryooe Flyou NK-B b29-40,Star,M (Red dwarf) Star,2872,9.136765,0.5572509446441409,0.378906,M4,Va
Choi Eork EU-H a23-0,Choi Eork EU-H a23-0,Star,Y (Brown dwarf) Star,384,22.832764,0.05657958303378864,0.011719,Y4,V
Lasu SZ-V b32-0,Lasu SZ-V b32-0,Star,M (Red dwarf) Star,2049,11.431183,0.38067623292595254,0.214844,M9,VI
Schafaei EW-N c6-8,Schafaei EW-N c6-8 A,Star,G (White-Yellow) Star,5282,5.580124,0.8471985046728971,0.785156,G8,Vab
Schafaei EW-N c6-8,Schafaei EW-N c6-8 B,Star,M (Red dwarf) Star,3266,8.412216,0.6015319511143062,0.433594,M2,Va
Bleae Briae ED-I d10-0,Bleae Briae ED-I d10-0 A,Star,K (Yellow-Orange) Star,5030,5.234756,1.095184195542775,1.003906,K1,Va
Bleae Briae ED-I d10-0,Bleae Briae ED-I d10-0 B,Star,K (Yellow-Orange) Star,3860,7.396393,0.6874389072609633,0.503906,K8,Va
Thailooe CC-K d9-6,Thailooe CC-K d9-6 A,Star,A (Blue-White) Star,7577,2.862518,1.4386900014378146,1.574219,A9,Vb
Thailooe CC-K d9-6,Thailooe CC-K d9-6 B,Star,K (Yellow-Orange) Star,4690,6.434677,0.7250365377426312,0.667969,K3,Vab
Syre Thua UJ-I d9-9,Syre Thua UJ-I d9-9 A,Star,F (White) Star,6792,3.736099,1.1975401179007907,1.53125,F4,Vb
Syre Thua UJ-I d9-9,Syre Thua UJ-I d9-9 B,Star,M (Red dwarf) Star,3596,8.142532,0.5617980733285406,0.445313,M0,Va
Qaugneau SA-M b35-0,Qaugneau SA-M b35-0 A,Star,M (Red dwarf) Star,3175,8.466949,0.6206664787922358,0.414063,M3,Va
Qaugneau SA-M b35-0,Qaugneau SA-M b35-0 B,Star,M (Red dwarf) Star,2682,9.806168,0.4695129259525521,0.3125,M5,Va
Juenae QK-V d3-9798,Juenae QK-V d3-9798,Star,F (White) Star,6563,3.741501,1.2793883421998562,1.421875,F6,Vab
Juenae QK-V d3-9798,Juenae QK-V d3-9798 6,Star,Y (Brown dwarf) Star,517,19.789566,0.10391235082674335,0.023438,Y2,V
Juenae QK-V d3-9798,Juenae QK-V d3-9798 10,Star,Y (Brown dwarf) Star,381,22.736176,0.05694580014378145,0.011719,Y4,V
Syriae Thaa WL-A b41-0,Syriae Thaa WL-A b41-0 A,Star,M (Red dwarf) Star,3079,9.065125,0.5010986053199137,0.332031,M3,Va
Syriae Thaa WL-A b41-0,Syriae Thaa WL-A b41-0 B,Star,L (Brown dwarf) Star,1894,12.250275,0.30557246297627605,0.152344,L1,V
Syriae Thaa WL-A b41-0,Syriae Thaa WL-A b41-0 C,Star,L (Brown dwarf) Star,1648,12.901794,0.2990112207045291,0.144531,L5,V
Pyrivo BR-X b7-4,Pyrivo BR-X b7-4,Star,M (Red dwarf) Star,2231,10.959656,0.39895626168224296,0.226563,M8,Va
Striechae PZ-E b44-0,Striechae PZ-E b44-0 A,Star,M (Red dwarf) Star,3026,8.778091,0.5921020503235083,0.402344,M3,Va
Striechae PZ-E b44-0,Striechae PZ-E b44-0 B,Star,M (Red dwarf) Star,2530,10.063004,0.4687804917325665,0.300781,M6,Va
Striechae PZ-E b44-0,Striechae PZ-E b44-0 C,Star,L (Brown dwarf) Star,1676,13.254028,0.24581907692307692,0.125,L4,V
Gria Byoe LZ-J b1-1,Gria Byoe LZ-J b1-1 A,Star,M (Red dwarf) Star,2560,9.990829,0.4733276204169662,0.300781,M6,Va
Gria Byoe LZ-J b1-1,Gria Byoe LZ-J b1-1 B,Star,T (Brown dwarf) Star,1226,14.788208,0.2266845492451474,0.09375,T1,V
Oephairb MJ-Z b27-99,Oephairb MJ-Z b27-99 A,Star,M (Red dwarf) Star,2903,9.307098,0.5042724255930985,0.34375,M4,Va
Oephairb MJ-Z b27-99,Oephairb MJ-Z b27-99 B,Star,M (Red dwarf) Star,2033,11.727615,0.3373717900790798,0.195313,M9,VI
Bleae Thua FF-C b40-4,Bleae Thua FF-C b40-4,Star,M (Red dwarf) Star,3467,8.071686,0.6244201639108555,0.417969,M1,Va
Flyai Phoe QM-Q b36-1,Flyai Phoe QM-Q b36-1 A,Star,M (Red dwarf) Star,2728,9.582993,0.5029296678648454,0.324219,M5,Va
Flyai Phoe QM-Q b36-1,Flyai Phoe QM-Q b36-1 B,Star,L (Brown dwarf) Star,1330,14.190582,0.2536315629043853,0.101563,L9,V
Bleae Thua FE-P c19-23,Bleae Thua FE-P c19-23 A,Star,M (Red dwarf) Star,3462,7.808838,0.7067871056793673,0.496094,M1,Va
Bleae Thua FE-P c19-23,Bleae Thua FE-P c19-23 B,Star,M (Red dwarf) Star,2546,10.043274,0.46713254924514735,0.277344,M6,Va
Lasu CY-F c12-5,Lasu CY-F c12-5 A,Star,M (Red dwarf) Star,3641,7.784653,0.6461486470165348,0.511719,M0,Va
Lasu CY-F c12-5,Lasu CY-F c12-5 B,Star,K (Yellow-Orange) Star,4100,7.083206,0.7038268641265277,0.507813,K7,Va
Lasu CY-F c12-5,Lasu CY-F c12-5 C,Star,M (Red dwarf) Star,2923,9.533676,0.44812008626887134,0.304688,M4,Va
Dryio Flyuae UE-Q d5-718,Dryio Flyuae UE-Q d5-718 A,Star,A (Blue-White) Star,8787,2.40979,1.3176574895758446,1.765625,A4,VI
Dryio Flyuae UE-Q d5-718,Dryio Flyuae UE-Q d5-718 B,Star,K (Yellow-Orange) Star,4594,6.390244,0.7712707174694464,0.601563,K4,Va
Dryio Flyuae UE-Q d5-718,Dryio Flyuae UE-Q d5-718 C,Star,M (Red dwarf) Star,3285,8.698593,0.5211486872753415,0.398438,M2,Va
Phraa Hypai CR-E b2-0,Phraa Hypai CR-E b2-0,Star,M (Red dwarf) Star,2607,10.224075,0.4099425909417685,0.265625,M6,Va
Hegoea TY-R d4-10,Hegoea TY-R d4-10,Star,K (Yellow-Orange giant) Star,4135,-1.566605,37.12148851761323,1.773438,K7,IIab
Hegoea TY-R d4-10,Hegoea TY-R d4-10 1,Star,Y (Brown dwarf) Star,455,21.572845,0.07192992667145938,0.015625,Y3,V
Hegoea TY-R d4-10,Hegoea TY-R d4-10 2,Star,Y (Brown dwarf) Star,407,21.743271,0.07806395974119339,0.015625,Y4,V
Greae Flyao UQ-I c11-1,Greae Flyao UQ-I c11-1,Star,K (Yellow-Orange) Star,4047,6.981461,0.7570190079079798,0.65625,K7,Va
Qaugneau RQ-R b45-6,Qaugneau RQ-R b45-6 A,Star,M (Red dwarf) Star,2942,9.176727,0.5213622659956866,0.410156,M4,Va
Qaugneau RQ-R b45-6,Qaugneau RQ-R b45-6 B,Star,M (Red dwarf) Star,2226,10.812393,0.4288634938892883,0.265625,M8,Va
Greae Hypai ZE-A g16,Greae Hypai ZE-A g16 A,Star,O (Blue-White) Star,37690,-7.406952,6.575195283968368,20.371094,O8,Vz
Greae Hypai ZE-A g16,Greae Hypai ZE-A g16 B,Star,B (Blue-White) Star,15492,-1.74614,2.8724363134435658,5.519531,B7,Vz
Boelts WX-O b21-8,Boelts WX-O b21-8 A,Star,M (Red dwarf) Star,2201,11.069046,0.38977044428468727,0.246094,M8,Va
Boelts WX-O b21-8,Boelts WX-O b21-8 B,Star,T (Brown dwarf) Star,1258,14.868484,0.20748898921639108,0.089844,T0,V
Boelts WX-O b21-8,Boelts WX-O b21-8 C,Star,M (Red dwarf) Star,2124,11.48555,0.34551996549245145,0.179688,M9,VI
Flyai Phoe HC-K d9-16,Flyai Phoe HC-K d9-16 A,Star,Neutron Star,9506779,4.596588,1.5332943925233646e-05,0.839844,None,VII
Flyai Phoe HC-K d9-16,Flyai Phoe HC-K d9-16 B,Star,M (Red dwarf) Star,3692,7.825867,0.61660760891445,0.503906,M0,Va
Byoi Broae PG-I c24-0,Byoi Broae PG-I c24-0,Star,K (Yellow-Orange) Star,3726,7.905823,0.58352655643422,0.453125,K9,Va
Boewnst WW-X c3-272,Boewnst WW-X c3-272 A,Star,K (Yellow-Orange) Star,4960,5.773087,0.8790892767792955,0.773438,K1,Vab
Boewnst WW-X c3-272,Boewnst WW-X c3-272 B,Star,M (Red dwarf) Star,3016,9.16272,0.4992980934579439,0.355469,M4,Va
Myriesly FQ-G d10-8151,Myriesly FQ-G d10-8151,Star,F (White) Star,6149,4.318054,1.1176757555715313,1.289063,F9,Vab
Myriesly FQ-G d10-8151,Myriesly FQ-G d10-8151 3,Star,Y (Brown dwarf) Star,435,21.93457,0.07156371531272465,0.015625,Y3,V
Myriesly FQ-G d10-8151,Myriesly FQ-G d10-8151 5,Star,Y (Brown dwarf) Star,326,22.647491,0.06756591229331416,0.011719,Y5,V
Glaichoe HB-H b52-2,Glaichoe HB-H b52-2 A,Star,M (Red dwarf) Star,3526,8.243423,0.557800258806614,0.414063,M1,Va
Glaichoe HB-H b52-2,Glaichoe HB-H b52-2 B,Star,L (Brown dwarf) Star,1833,12.131012,0.3446655125808771,0.179688,L2,V
Glaichoe HB-H b52-2,Glaichoe HB-H b52-2 C,Star,T (Brown dwarf) Star,1173,15.209106,0.2040100071890726,0.070313,T2,V
Ploi Briae SM-L c21-26,Ploi Briae SM-L c21-26 A,Star,K (Yellow-Orange) Star,4532,6.057968,0.9235229446441409,0.757813,K4,Va
Ploi Briae SM-L c21-26,Ploi Briae SM-L c21-26 B,Star,M (Red dwarf) Star,3146,8.727402,0.5607299496764917,0.402344,M3,Va
Ploi Briae SM-L c21-26,Ploi Briae SM-L c21-26 C,Star,M (Red dwarf) Star,2577,9.873856,0.4929504069015097,0.328125,M6,Va
Chua Eohn OH-N c9-1,Chua Eohn OH-N c9-1 A,Star,K (Yellow-Orange) Star,4558,6.238159,0.8403320546369518,0.691406,K4,Va
Chua Eohn OH-N c9-1,Chua Eohn OH-N c9-1 B,Star,M (Red dwarf) Star,3078,8.937744,0.5317077210639828,0.359375,M3,Va
Dumbooe TI-J c9-1248,Dumbooe TI-J c9-1248,Star,G (White-Yellow) Star,5484,5.45137,0.8339232207045291,0.859375,G6,Vab
Oochost WT-U c5-1,Oochost WT-U c5-1,Star,K (Yellow-Orange) Star,4155,6.950333,0.728546093457944,0.609375,K6,Va
Bleae Briae GP-S b17-5,Bleae Briae GP-S b17-5,Star,M (Red dwarf) Star,2653,9.594101,0.5290527102803738,0.335938,M6,Va
Striechae RT-Z b32-0,Striechae RT-Z b32-0,Star,M (Red dwarf) Star,2141,11.488647,0.3395690697340043,0.207031,M9,VI
Qaugneau XC-I c23-8,Qaugneau XC-I c23-8 A,Star,G (White-Yellow) Star,5327,5.235672,0.976074168224299,0.851563,G8,Vab
Qaugneau XC-I c23-8,Qaugneau XC-I c23-8 B,Star,M (Red dwarf) Star,2927,9.238052,0.512054429906542,0.316406,M4,Va
Prae Flyi PU-S b36-27,Prae Flyi PU-S b36-27 A,Star,M (Red dwarf) Star,2623,9.710144,0.5130614982027318,0.300781,M6,Va
Prae Flyi PU-S b36-27,Prae Flyi PU-S b36-27 B,Star,M (Red dwarf) Star,2402,10.878235,0.35733031200575127,0.214844,M7,Va
Prae Flyi PU-S b36-27,Prae Flyi PU-S b36-27 C,Star,M (Red dwarf) Star,2191,11.061981,0.39462280373831776,0.21875,M8,Va
Hatchoi LV-X c14-3,Hatchoi LV-X c14-3 A,Star,K (Yellow-Orange) Star,4958,6.132782,0.7455138691588785,0.691406,K1,Vab
Hatchoi LV-X c14-3,Hatchoi LV-X c14-3 B,Star,M (Red dwarf) Star,2162,11.319809,0.3599242904385334,0.226563,M9,VI
Cho Thaa PU-O b33-0,Cho Thaa PU-O b33-0 A,Star,M (Red dwarf) Star,2553,10.147644,0.4427795140186916,0.253906,M6,Va
Cho Thaa PU-O b33-0,Cho Thaa PU-O b33-0 B,Star,T (Brown dwarf) Star,1090,15.760147,0.18331907404744788,0.074219,T3,V
Thuechu NQ-X b7-11,Thuechu NQ-X b7-11,Star,M (Red dwarf) Star,2519,10.064774,0.4725036261682243,0.28125,M6,Va
Thuechu GK-Q b11-10,Thuechu GK-Q b11-10 A,Star,M (Red dwarf) Star,2821,9.376907,0.5171203220704529,0.351563,M5,Va
Thuechu GK-Q b11-10,Thuechu GK-Q b11-10 B,Star,L (Brown dwarf) Star,1327,14.346848,0.2370910366642703,0.101563,L9,V
Thuechu GK-Q b11-10,Thuechu GK-Q b11-10 C,Star,L (Brown dwarf) Star,1796,12.312698,0.3302001782890007,0.152344,L2,V
Swuenaa WS-E b45-0,Swuenaa WS-E b45-0,Star,M (Red dwarf) Star,2856,9.312485,0.5197143235082674,0.339844,M4,Va
Juenae AJ-C c2-798,Juenae AJ-C c2-798 A,Star,G (White-Yellow) Star,5325,5.481033,0.872466956146657,0.84375,G8,Vab
Juenae AJ-C c2-798,Juenae AJ-C c2-798 B,Star,K (Yellow-Orange) Star,4884,5.891052,0.8587340560747664,0.71875,K2,Va
Swoiwns ET-U c18-6,Swoiwns ET-U c18-6,Star,K (Yellow-Orange) Star,4349,6.694748,0.7480468612508986,0.550781,K5,Va
Prua Phoe FM-U b20-3,Prua Phoe FM-U b20-3 A,Star,M (Red dwarf) Star,2808,9.312881,0.5375365521207764,0.320313,M5,Va
Prua Phoe FM-U b20-3,Prua Phoe FM-U b20-3 B,Star,M (Red dwarf) Star,2616,9.950851,0.46170041696621134,0.28125,M6,Va
Nyuena GX-B d310,Nyuena GX-B d310,Star,F (White) Star,6971,3.81781,1.0948485981308411,1.25,F3,VI
Lasu TJ-G b27-1,Lasu TJ-G b27-1 A,Star,M (Red dwarf) Star,2618,10.078003,0.4347838849748382,0.292969,M6,Va
Lasu TJ-G b27-1,Lasu TJ-G b27-1 B,Star,L (Brown dwarf) Star,1937,11.906693,0.3422241035226456,0.1875,L0,V
Eactaipp VV-Q b49-1,Eactaipp VV-Q b49-1 A,Star,M (Red dwarf) Star,3091,9.178497,0.47192376132278935,0.34375,M3,Va
Eactaipp VV-Q b49-1,Eactaipp VV-Q b49-1 B,Star,L (Brown dwarf) Star,1858,12.237518,0.3193969460819554,0.164063,L2,V
Ploi Thua AM-L b21-2,Ploi Thua AM-L b21-2,Star,M (Red dwarf) Star,2597,10.220016,0.4138793501078361,0.273438,M6,Va
Pyroo Eohn MU-Z c16-0,Pyroo Eohn MU-Z c16-0,Star,G (White-Yellow) Star,5508,5.306717,0.883605900790798,0.84375,G6,Vab
Shrogaae AH-K c22-131,Shrogaae AH-K c22-131,Star,G (White-Yellow) Star,5277,5.381851,0.9299315945363048,0.816406,G9,Va
Flyiedge JL-F b56-2,Flyiedge JL-F b56-2 A,Star,M (Red dwarf) Star,2655,9.619705,0.522064195542775,0.332031,M6,Va
Flyiedge JL-F b56-2,Flyiedge JL-F b56-2 B,Star,M (Red dwarf) Star,2509,10.310516,0.4253234335010784,0.28125,M7,Va
Flyiedge JL-F b56-2,Flyiedge JL-F b56-2 C,Star,L (Brown dwarf) Star,1756,12.601563,0.3023986657081236,0.152344,L3,V
Dryooe Prou OG-U c4-124,Dryooe Prou OG-U c4-124,Star,K (Yellow-Orange) Star,4514,6.257736,0.8491209892163911,0.734375,K4,Va
Dryooe Prou OG-U c4-124,Dryooe Prou OG-U c4-124 3,Star,Y (Brown dwarf) Star,327,23.071991,0.05621337742631201,0.011719,Y5,V
Thuechu XE-Z a13-1,Thuechu XE-Z a13-1,Star,L (Brown dwarf) Star,1690,12.586823,0.32870480517613226,0.148438,L4,V
Froarks TR-N c6-786,Froarks TR-N c6-786 A,Star,K (Yellow-Orange) Star,4061,6.975067,0.754028261682243,0.648438,K7,Va
Froarks TR-N c6-786,Froarks TR-N c6-786 B,Star,M (Red dwarf) Star,2441,10.327454,0.4458618202731848,0.277344,M7,Va
Blaa Phoe WX-O c20-68,Blaa Phoe WX-O c20-68 A,Star,K (Yellow-Orange) Star,4086,7.157166,0.6849365118619698,0.625,K7,Va
Blaa Phoe WX-O c20-68,Blaa Phoe WX-O c20-68 B,Star,L (Brown dwarf) Star,1429,13.65654,0.28094481667864846,0.113281,L8,V
Syriae Thaa JN-H b37-0,Syriae Thaa JN-H b37-0,Star,M (Red giant) Star,2300,10.486389,0.46676630913012224,0.253906,M8,IVb
Blua Eaec KM-N c22-160,Blua Eaec KM-N c22-160,Star,K (Yellow-Orange) Star,4955,5.747437,0.8913268497483825,0.722656,K1,Va
Blua Eaec KM-N c22-160,Blua Eaec KM-N c22-160 4,Star,Y (Brown dwarf) Star,606,18.645813,0.10791014234363767,0.03125,Y1,V
Thuecheae IL-S b10-4,Thuecheae IL-S b10-4 A,Star,M (Red dwarf) Star,2500,10.072418,0.4780273184759166,0.292969,M7,Va
Thuecheae IL-S b10-4,Thuecheae IL-S b10-4 B,Star,L (Brown dwarf) Star,1648,12.827896,0.30935665276779295,0.132813,L5,V
Croomoea ER-K d9-234,Croomoea ER-K d9-234 A,Star,F (White) Star,6544,3.940948,1.1739195629043853,1.402344,F6,Vb
Croomoea ER-K d9-234,Croomoea ER-K d9-234 B,Star,G (White-Yellow) Star,5292,5.496368,0.8771667002156722,0.785156,G8,Vab
Croomoea ER-K d9-234,Croomoea ER-K d9-234 C,Star,K (Yellow-Orange) Star,4895,6.08783,0.7808227289719626,0.785156,K2,Vab
Auphaibs LC-B d1-85,Auphaibs LC-B d1-85,Star,A (Blue-White) Star,7957,2.953491,1.2510374924514738,1.582031,A8,VI
Nyauthi GK-F b31-2,Nyauthi GK-F b31-2 A,Star,M (Red dwarf) Star,3310,8.434784,0.5795897512580878,0.425781,M2,Va
Nyauthi GK-F b31-2,Nyauthi GK-F b31-2 B,Star,M (Red dwarf) Star,2433,10.792496,0.3623046441409058,0.222656,M7,Va
Nyauthi GK-F b31-2,Nyauthi GK-F b31-2 C,Star,M (Red dwarf) Star,2081,11.427124,0.3697509590222861,0.203125,M9,VI
Ploi Briae OV-X c14-7,Ploi Briae OV-X c14-7,Star,K (Yellow-Orange) Star,4170,6.764145,0.7880553271028038,0.605469,K6,Va
Qaugneau IT-Z d13-38,Qaugneau IT-Z d13-38,Star,G (White-Yellow) Star,5824,4.929932,0.9400328281811646,0.910156,G2,Vb
Byoomao TZ-X c17-2906,Byoomao TZ-X c17-2906 A,Star,K (Yellow-Orange) Star,4902,5.863174,0.8634338001437815,0.882813,K1,Vab
Byoomao TZ-X c17-2906,Byoomao TZ-X c17-2906 B,Star,K (Yellow-Orange) Star,4195,7.17514,0.6444396031631919,0.53125,K6,Vab
Dumbooe XO-R d4-6760,Dumbooe XO-R d4-6760 A,Star,F (White) Star,6831,3.828415,1.1346435312724659,1.335938,F4,Vb
Dumbooe XO-R d4-6760,Dumbooe XO-R d4-6760 B,Star,G (White-Yellow) Star,5854,5.076233,0.8698119913731128,0.933594,G1,Vb
Dumbooe XO-R d4-6760,Dumbooe XO-R d4-6760 C,Star,M (Red dwarf) Star,3164,8.974899,0.4946594047447879,0.378906,M3,Va
Dumbooe XO-R d4-6760,Dumbooe XO-R d4-6760 D,Star,K (Yellow-Orange) Star,4548,6.403503,0.7821654867002157,0.640625,K4,Va
Swuenaa SI-Z d1-81,Swuenaa SI-Z d1-81 A,Star,F (White) Star,6096,4.152969,1.2269896879942488,1.28125,F9,Vab
Swuenaa SI-Z d1-81,Swuenaa SI-Z d1-81 B,Star,K (Yellow-Orange) Star,4204,6.886353,0.7329406067577282,0.554688,K6,Va
Blu Briae WV-E b11-5,Blu Briae WV-E b11-5 A,Star,M (Red dwarf) Star,2959,9.244293,0.4996032322070453,0.34375,M4,Va
Blu Briae WV-E b11-5,Blu Briae WV-E b11-5 B,Star,L (Brown dwarf) Star,1362,13.831436,0.2853393299784328,0.117188,L9,V
Byua Chrea ZW-L b21-7,Byua Chrea ZW-L b21-7 A,Star,M (Red dwarf) Star,3666,7.895309,0.6057128396836808,0.429688,M0,Va
Byua Chrea ZW-L b21-7,Byua Chrea ZW-L b21-7 B,Star,M (Red dwarf) Star,3102,8.969177,0.5159911890726097,0.34375,M3,Va
Leamuae RZ-O e6-3554,Leamuae RZ-O e6-3554 A,Star,B (Blue-White) Star,14284,-1.324356,2.7824706254493172,4.625,B8,Vz
Leamuae RZ-O e6-3554,Leamuae RZ-O e6-3554 B,Star,A (Blue-White) Star,8771,2.164963,1.4802551258087706,1.78125,A4,Vz
Leamuae RZ-O e6-3554,Leamuae RZ-O e6-3554 C,Star,A (Blue-White) Star,8847,1.885971,1.6543579468008627,2.355469,A4,Vz
Puwee VP-A c0,Puwee VP-A c0,Star,M (Red dwarf) Star,3356,7.999969,0.6887817109992811,0.480469,M2,Va
Aidohs JF-A c0,Aidohs JF-A c0 A,Star,M (Red dwarf) Star,3692,7.320435,0.778167672178289,0.578125,M0,Va
Aidohs JF-A c0,Aidohs JF-A c0 B,Star,M (Red dwarf) Star,2661,9.845978,0.46829218691588786,0.28125,M6,Va
Aidohs JF-A c0,Aidohs JF-A c0 C,Star,M (Red dwarf) Star,3060,8.927628,0.5404967936736161,0.355469,M3,Va
Byeia Eurk TO-O b49-1,Byeia Eurk TO-O b49-1,Star,M (Red dwarf) Star,2498,10.120574951171875,0.46829218691588786,0.2578130066394806,M7,
Phraa Pra AA-A f245,Phraa Pra AA-A f245 A,Star,T Tauri Star,6175,4.474243,1.0313720086268872,0.921875,TTS8,Vb
Phraa Pra AA-A f245,Phraa Pra AA-A f245 B,Star,T Tauri Star,2211,10.527344,0.4956664730409777,0.289063,TTS8,Va
Byoomi VP-Z c16-2025,Byoomi VP-Z c16-2025,Star,K (Yellow-Orange) Star,5144,5.839539,0.7926940618260244,0.808594,K0,Vab
Thuechu JY-E b3-6,Thuechu JY-E b3-6,Star,M (Red dwarf) Star,2604,10.208801,0.4137878360891445,0.253906,M6,Va
Stuemeae MI-B e8417,Stuemeae MI-B e8417,Star,T Tauri Star,1161,14.740005,0.25845334867002157,0.101563,TTS2,VI
Gru Hypue HN-I c10-9,Gru Hypue HN-I c10-9 A,Star,K (Yellow-Orange) Star,4293,6.632568,0.7899779956865565,0.699219,K6,Va
Gru Hypue HN-I c10-9,Gru Hypue HN-I c10-9 B,Star,M (Red dwarf) Star,2836,9.743713,0.43215942487419123,0.296875,M5,Va
Gru Hypue HN-I c10-9,Gru Hypue HN-I c10-9 C,Star,M (Red dwarf) Star,3669,8.035263,0.566986030194105,0.429688,M0,Va
Phua Aub EH-U e3-7934,Phua Aub EH-U e3-7934 A,Star,Black Hole,0,20,1.1067723311286845e-05,2.609375,None,VII
Phua Aub EH-U e3-7934,Phua Aub EH-U e3-7934 AB 1,Star,T (Brown dwarf) Star,704,18.63681,0.10922240690150971,0.03125,T9,V
Phua Aub EH-U e3-7934,Phua Aub EH-U e3-7934 AB 3,Star,T (Brown dwarf) Star,808,18.09552,0.12786864126527678,0.039063,T8,V
Phua Aub EH-U e3-7934,Phua Aub EH-U e3-7934 AB 4,Star,Y (Brown dwarf) Star,680,18.514633,0.1291198619698059,0.035156,Y0,V
Phua Aub EH-U e3-7934,Phua Aub EH-U e3-7934 B,Star,White Dwarf (DA) Star,19069,8.923248,0.013946531991373114,0.496094,None,VII
Cyoagaea FN-I b27-2,Cyoagaea FN-I b27-2,Star,M (Red dwarf) Star,2163,11.342621,0.3558349388928828,0.214844,M9,VI
